"TIME","GEO","DEG_URB","LEVELS","SEX","AGE","UNIT","Value","Flag and Footnotes"
"2012","Malta","Towns and suburbs","Bad or very bad","Total","16 years or over","Percentage","4.0",""
"2012","Malta","Towns and suburbs","Bad or very bad","Males","16 years or over","Percentage","3.3",""
"2012","Malta","Towns and suburbs","Bad or very bad","Females","16 years or over","Percentage","4.7",""
"2012","Malta","Rural areas","Very good","Total","16 years or over","Percentage",":","u"
"2012","Malta","Rural areas","Very good","Males","16 years or over","Percentage",":","u"
"2012","Malta","Rural areas","Very good","Females","16 years or over","Percentage",":","u"
"2012","Malta","Rural areas","Good","Total","16 years or over","Percentage",":","u"
"2012","Malta","Rural areas","Good","Males","16 years or over","Percentage",":","u"
"2012","Malta","Rural areas","Good","Females","16 years or over","Percentage",":","u"
"2012","Malta","Rural areas","Very good or good","Total","16 years or over","Percentage",":","u"
"2012","Malta","Rural areas","Very good or good","Males","16 years or over","Percentage",":","u"
"2012","Malta","Rural areas","Very good or good","Females","16 years or over","Percentage",":","u"
"2012","Malta","Rural areas","Fair","Total","16 years or over","Percentage",":","u"
"2012","Malta","Rural areas","Fair","Males","16 years or over","Percentage",":","u"
"2012","Malta","Rural areas","Fair","Females","16 years or over","Percentage",":","u"
"2012","Malta","Rural areas","Bad","Total","16 years or over","Percentage",":","u"
"2012","Malta","Rural areas","Bad","Males","16 years or over","Percentage",":","u"
"2012","Malta","Rural areas","Bad","Females","16 years or over","Percentage",":","u"
"2012","Malta","Rural areas","Very bad","Total","16 years or over","Percentage",":","u"
"2012","Malta","Rural areas","Very bad","Males","16 years or over","Percentage",":","u"
"2012","Malta","Rural areas","Very bad","Females","16 years or over","Percentage",":","u"
"2012","Malta","Rural areas","Bad or very bad","Total","16 years or over","Percentage",":","u"
"2012","Malta","Rural areas","Bad or very bad","Males","16 years or over","Percentage",":","u"
"2012","Malta","Rural areas","Bad or very bad","Females","16 years or over","Percentage",":","u"
"2012","Netherlands","Total","Very good","Total","16 years or over","Percentage","24.1",""
"2012","Netherlands","Total","Very good","Males","16 years or over","Percentage","26.9",""
"2012","Netherlands","Total","Very good","Females","16 years or over","Percentage","21.5",""
"2012","Netherlands","Total","Good","Total","16 years or over","Percentage","51.6",""
"2012","Netherlands","Total","Good","Males","16 years or over","Percentage","52.6",""
"2012","Netherlands","Total","Good","Females","16 years or over","Percentage","50.6",""
"2012","Netherlands","Total","Very good or good","Total","16 years or over","Percentage","75.7",""
"2012","Netherlands","Total","Very good or good","Males","16 years or over","Percentage","79.5",""
"2012","Netherlands","Total","Very good or good","Females","16 years or over","Percentage","72.1",""
"2012","Netherlands","Total","Fair","Total","16 years or over","Percentage","18.6",""
"2012","Netherlands","Total","Fair","Males","16 years or over","Percentage","15.5",""
"2012","Netherlands","Total","Fair","Females","16 years or over","Percentage","21.5",""
"2012","Netherlands","Total","Bad","Total","16 years or over","Percentage","5.0",""
"2012","Netherlands","Total","Bad","Males","16 years or over","Percentage","4.3",""
"2012","Netherlands","Total","Bad","Females","16 years or over","Percentage","5.6",""
"2012","Netherlands","Total","Very bad","Total","16 years or over","Percentage","0.8",""
"2012","Netherlands","Total","Very bad","Males","16 years or over","Percentage","0.7",""
"2012","Netherlands","Total","Very bad","Females","16 years or over","Percentage","0.8",""
"2012","Netherlands","Total","Bad or very bad","Total","16 years or over","Percentage","5.7",""
"2012","Netherlands","Total","Bad or very bad","Males","16 years or over","Percentage","5.0",""
"2012","Netherlands","Total","Bad or very bad","Females","16 years or over","Percentage","6.4",""
"2012","Netherlands","Cities","Very good","Total","16 years or over","Percentage","25.4",""
"2012","Netherlands","Cities","Very good","Males","16 years or over","Percentage","27.9",""
"2012","Netherlands","Cities","Very good","Females","16 years or over","Percentage","22.8",""
"2012","Netherlands","Cities","Good","Total","16 years or over","Percentage","49.2",""
"2012","Netherlands","Cities","Good","Males","16 years or over","Percentage","50.7",""
"2012","Netherlands","Cities","Good","Females","16 years or over","Percentage","47.8",""
"2012","Netherlands","Cities","Very good or good","Total","16 years or over","Percentage","74.6",""
"2012","Netherlands","Cities","Very good or good","Males","16 years or over","Percentage","78.6",""
"2012","Netherlands","Cities","Very good or good","Females","16 years or over","Percentage","70.6",""
"2012","Netherlands","Cities","Fair","Total","16 years or over","Percentage","18.7",""
"2012","Netherlands","Cities","Fair","Males","16 years or over","Percentage","15.7",""
"2012","Netherlands","Cities","Fair","Females","16 years or over","Percentage","21.7",""
"2012","Netherlands","Cities","Bad","Total","16 years or over","Percentage","5.7",""
"2012","Netherlands","Cities","Bad","Males","16 years or over","Percentage","4.8",""
"2012","Netherlands","Cities","Bad","Females","16 years or over","Percentage","6.6",""
"2012","Netherlands","Cities","Very bad","Total","16 years or over","Percentage","1.0",""
"2012","Netherlands","Cities","Very bad","Males","16 years or over","Percentage","0.9",""
"2012","Netherlands","Cities","Very bad","Females","16 years or over","Percentage","1.1",""
"2012","Netherlands","Cities","Bad or very bad","Total","16 years or over","Percentage","6.7",""
"2012","Netherlands","Cities","Bad or very bad","Males","16 years or over","Percentage","5.7",""
"2012","Netherlands","Cities","Bad or very bad","Females","16 years or over","Percentage","7.7",""
"2012","Netherlands","Towns and suburbs","Very good","Total","16 years or over","Percentage","23.0",""
"2012","Netherlands","Towns and suburbs","Very good","Males","16 years or over","Percentage","26.9",""
"2012","Netherlands","Towns and suburbs","Very good","Females","16 years or over","Percentage","19.5",""
"2012","Netherlands","Towns and suburbs","Good","Total","16 years or over","Percentage","53.7",""
"2012","Netherlands","Towns and suburbs","Good","Males","16 years or over","Percentage","53.5",""
"2012","Netherlands","Towns and suburbs","Good","Females","16 years or over","Percentage","53.8",""
"2012","Netherlands","Towns and suburbs","Very good or good","Total","16 years or over","Percentage","76.6",""
"2012","Netherlands","Towns and suburbs","Very good or good","Males","16 years or over","Percentage","80.4",""
"2012","Netherlands","Towns and suburbs","Very good or good","Females","16 years or over","Percentage","73.3",""
"2012","Netherlands","Towns and suburbs","Fair","Total","16 years or over","Percentage","18.2",""
"2012","Netherlands","Towns and suburbs","Fair","Males","16 years or over","Percentage","15.2",""
"2012","Netherlands","Towns and suburbs","Fair","Females","16 years or over","Percentage","20.9",""
"2012","Netherlands","Towns and suburbs","Bad","Total","16 years or over","Percentage","4.5",""
"2012","Netherlands","Towns and suburbs","Bad","Males","16 years or over","Percentage","3.8",""
"2012","Netherlands","Towns and suburbs","Bad","Females","16 years or over","Percentage","5.1",""
"2012","Netherlands","Towns and suburbs","Very bad","Total","16 years or over","Percentage","0.7",""
"2012","Netherlands","Towns and suburbs","Very bad","Males","16 years or over","Percentage","0.6",""
"2012","Netherlands","Towns and suburbs","Very bad","Females","16 years or over","Percentage","0.8",""
"2012","Netherlands","Towns and suburbs","Bad or very bad","Total","16 years or over","Percentage","5.2",""
"2012","Netherlands","Towns and suburbs","Bad or very bad","Males","16 years or over","Percentage","4.4",""
"2012","Netherlands","Towns and suburbs","Bad or very bad","Females","16 years or over","Percentage","5.9",""
"2012","Netherlands","Rural areas","Very good","Total","16 years or over","Percentage","22.9",""
"2012","Netherlands","Rural areas","Very good","Males","16 years or over","Percentage","23.4",""
"2012","Netherlands","Rural areas","Very good","Females","16 years or over","Percentage","22.4",""
"2012","Netherlands","Rural areas","Good","Total","16 years or over","Percentage","54.1",""
"2012","Netherlands","Rural areas","Good","Males","16 years or over","Percentage","56.7",""
"2012","Netherlands","Rural areas","Good","Females","16 years or over","Percentage","51.5",""
"2012","Netherlands","Rural areas","Very good or good","Total","16 years or over","Percentage","76.9",""
"2012","Netherlands","Rural areas","Very good or good","Males","16 years or over","Percentage","80.1",""
"2012","Netherlands","Rural areas","Very good or good","Females","16 years or over","Percentage","73.9",""
"2012","Netherlands","Rural areas","Fair","Total","16 years or over","Percentage","19.0",""
"2012","Netherlands","Rural areas","Fair","Males","16 years or over","Percentage","15.5",""
"2012","Netherlands","Rural areas","Fair","Females","16 years or over","Percentage","22.4",""
"2012","Netherlands","Rural areas","Bad","Total","16 years or over","Percentage","3.8",""
"2012","Netherlands","Rural areas","Bad","Males","16 years or over","Percentage","4.0",""
"2012","Netherlands","Rural areas","Bad","Females","16 years or over","Percentage","3.6",""
"2012","Netherlands","Rural areas","Very bad","Total","16 years or over","Percentage","0.3",""
"2012","Netherlands","Rural areas","Very bad","Males","16 years or over","Percentage","0.4",""
"2012","Netherlands","Rural areas","Very bad","Females","16 years or over","Percentage","0.1",""
"2012","Netherlands","Rural areas","Bad or very bad","Total","16 years or over","Percentage","4.0",""
"2012","Netherlands","Rural areas","Bad or very bad","Males","16 years or over","Percentage","4.4",""
"2012","Netherlands","Rural areas","Bad or very bad","Females","16 years or over","Percentage","3.7",""
"2012","Austria","Total","Very good","Total","16 years or over","Percentage","34.2",""
"2012","Austria","Total","Very good","Males","16 years or over","Percentage","34.9",""
"2012","Austria","Total","Very good","Females","16 years or over","Percentage","33.5",""
"2012","Austria","Total","Good","Total","16 years or over","Percentage","35.9",""
"2012","Austria","Total","Good","Males","16 years or over","Percentage","36.7",""
"2012","Austria","Total","Good","Females","16 years or over","Percentage","35.1",""
"2012","Austria","Total","Very good or good","Total","16 years or over","Percentage","70.0",""
"2012","Austria","Total","Very good or good","Males","16 years or over","Percentage","71.7",""
"2012","Austria","Total","Very good or good","Females","16 years or over","Percentage","68.5",""
"2012","Austria","Total","Fair","Total","16 years or over","Percentage","21.0",""
"2012","Austria","Total","Fair","Males","16 years or over","Percentage","20.0",""
"2012","Austria","Total","Fair","Females","16 years or over","Percentage","21.9",""
"2012","Austria","Total","Bad","Total","16 years or over","Percentage","6.6",""
"2012","Austria","Total","Bad","Males","16 years or over","Percentage","6.0",""
"2012","Austria","Total","Bad","Females","16 years or over","Percentage","7.1",""
"2012","Austria","Total","Very bad","Total","16 years or over","Percentage","2.4",""
"2012","Austria","Total","Very bad","Males","16 years or over","Percentage","2.4",""
"2012","Austria","Total","Very bad","Females","16 years or over","Percentage","2.4",""
"2012","Austria","Total","Bad or very bad","Total","16 years or over","Percentage","9.0",""
"2012","Austria","Total","Bad or very bad","Males","16 years or over","Percentage","8.4",""
"2012","Austria","Total","Bad or very bad","Females","16 years or over","Percentage","9.6",""
"2012","Austria","Cities","Very good","Total","16 years or over","Percentage","32.5",""
"2012","Austria","Cities","Very good","Males","16 years or over","Percentage","34.4",""
"2012","Austria","Cities","Very good","Females","16 years or over","Percentage","30.8",""
"2012","Austria","Cities","Good","Total","16 years or over","Percentage","36.7",""
"2012","Austria","Cities","Good","Males","16 years or over","Percentage","37.2",""
"2012","Austria","Cities","Good","Females","16 years or over","Percentage","36.3",""
"2012","Austria","Cities","Very good or good","Total","16 years or over","Percentage","69.3",""
"2012","Austria","Cities","Very good or good","Males","16 years or over","Percentage","71.6",""
"2012","Austria","Cities","Very good or good","Females","16 years or over","Percentage","67.1",""
