"TIME","GEO","ISCED11","AGE","SEX","LEVELS","UNIT","Value","Flag and Footnotes"
"2012","Czechia","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","2.5",""
"2012","Czechia","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","12.8",""
"2012","Denmark","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","27.7",""
"2012","Denmark","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","43.6",""
"2012","Denmark","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","71.2",""
"2012","Denmark","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","21.5",""
"2012","Denmark","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","5.2",""
"2012","Denmark","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","2.1",""
"2012","Denmark","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","7.3",""
"2012","Germany (until 1990 former territory of the FRG)","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","18.0",""
"2012","Germany (until 1990 former territory of the FRG)","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","47.5",""
"2012","Germany (until 1990 former territory of the FRG)","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","65.4",""
"2012","Germany (until 1990 former territory of the FRG)","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","26.0",""
"2012","Germany (until 1990 former territory of the FRG)","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","6.9",""
"2012","Germany (until 1990 former territory of the FRG)","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.7",""
"2012","Germany (until 1990 former territory of the FRG)","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","8.6",""
"2012","Estonia","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","8.9",""
"2012","Estonia","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","43.6",""
"2012","Estonia","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","52.5",""
"2012","Estonia","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","31.2",""
"2012","Estonia","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","13.9",""
"2012","Estonia","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","2.4",""
"2012","Estonia","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","16.3",""
"2012","Ireland","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","43.6",""
"2012","Ireland","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","39.6",""
"2012","Ireland","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","83.2",""
"2012","Ireland","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","14.0",""
"2012","Ireland","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","2.2",""
"2012","Ireland","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","0.6",""
"2012","Ireland","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","2.9",""
"2012","Greece","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","47.7",""
"2012","Greece","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","28.4",""
"2012","Greece","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","76.0",""
"2012","Greece","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","15.4",""
"2012","Greece","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","6.1",""
"2012","Greece","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","2.4",""
"2012","Greece","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","8.5",""
"2012","Spain","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","23.3",""
"2012","Spain","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","53.6",""
"2012","Spain","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","76.8",""
"2012","Spain","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","16.5",""
"2012","Spain","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","5.2",""
"2012","Spain","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.5",""
"2012","Spain","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","6.7",""
"2012","France","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","25.4",""
"2012","France","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","43.0",""
"2012","France","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","68.4",""
"2012","France","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","23.3",""
"2012","France","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","7.2",""
"2012","France","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.1",""
"2012","France","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","8.3",""
"2012","Croatia","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","14.5",""
"2012","Croatia","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","32.8",""
"2012","Croatia","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","47.3",""
"2012","Croatia","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","27.1",""
"2012","Croatia","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","21.2",""
"2012","Croatia","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","4.4",""
"2012","Croatia","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","25.6",""
"2012","Italy","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","14.1",""
"2012","Italy","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","55.0",""
"2012","Italy","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","69.1",""
"2012","Italy","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","19.2",""
"2012","Italy","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","9.0",""
"2012","Italy","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","2.6",""
"2012","Italy","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","11.6",""
"2012","Cyprus","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","46.9",""
"2012","Cyprus","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","30.7",""
"2012","Cyprus","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","77.6",""
"2012","Cyprus","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","15.9",""
"2012","Cyprus","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","5.0",""
"2012","Cyprus","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.5",""
"2012","Cyprus","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","6.5",""
"2012","Latvia","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","4.2",""
"2012","Latvia","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","42.6",""
"2012","Latvia","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","46.8",""
"2012","Latvia","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","38.0",""
"2012","Latvia","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","12.2",""
"2012","Latvia","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","3.0",""
"2012","Latvia","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","15.1",""
"2012","Lithuania","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","7.1",""
"2012","Lithuania","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","37.7",""
"2012","Lithuania","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","44.8",""
"2012","Lithuania","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","35.0",""
"2012","Lithuania","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","16.5",""
"2012","Lithuania","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","3.8",""
"2012","Lithuania","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","20.3",""
"2012","Luxembourg","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","24.6",""
"2012","Luxembourg","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","49.4",""
"2012","Luxembourg","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","74.0",""
"2012","Luxembourg","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","18.8",""
"2012","Luxembourg","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","5.7",""
"2012","Luxembourg","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.4",""
"2012","Luxembourg","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","7.2",""
"2012","Hungary","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","15.9",""
"2012","Hungary","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","41.3",""
"2012","Hungary","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","57.3",""
"2012","Hungary","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","26.5",""
"2012","Hungary","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","12.4",""
"2012","Hungary","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","3.8",""
"2012","Hungary","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","16.2",""
"2012","Malta","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","19.2",""
"2012","Malta","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","53.2",""
"2012","Malta","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","72.4",""
"2012","Malta","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","24.0",""
"2012","Malta","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","3.1",""
"2012","Malta","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","0.5",""
"2012","Malta","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","3.5",""
"2012","Netherlands","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","24.0",""
"2012","Netherlands","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","51.7",""
"2012","Netherlands","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","75.6",""
"2012","Netherlands","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","18.6",""
"2012","Netherlands","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","5.0",""
"2012","Netherlands","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","0.7",""
"2012","Netherlands","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","5.7",""
"2012","Austria","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","34.2",""
"2012","Austria","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","35.9",""
"2012","Austria","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","70.0",""
"2012","Austria","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","21.0",""
"2012","Austria","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","6.6",""
"2012","Austria","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","2.4",""
"2012","Austria","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","9.0",""
"2012","Poland","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","18.1",""
"2012","Poland","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","39.9",""
"2012","Poland","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","57.9",""
"2012","Poland","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","27.6",""
"2012","Poland","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","12.0",""
"2012","Poland","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","2.5",""
"2012","Poland","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","14.5",""
"2012","Portugal","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","9.1",""
"2012","Portugal","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","43.7",""
"2012","Portugal","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","52.9",""
"2012","Portugal","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","33.2",""
"2012","Portugal","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","10.8",""
"2012","Portugal","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","3.1",""
"2012","Portugal","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","13.9",""
"2012","Romania","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","26.6",""
"2012","Romania","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","41.8",""
"2012","Romania","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","68.4",""
